orcid	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0000-0001-7003-6082	-0.09840367	0.13016178	0.11184415	0.017766042	0.3603671	-0.24770655	0.035714973	-0.028981837	0.23542036	-0.06270625	-0.077892624	0.17812361	0.0785942	-0.37935707	0.20837322	-0.14803214	0.19015315	-0.260433	-0.21487226	0.055789683	0.10644917	0.09516335	0.26859587	-0.005876004	0.04392082	0.093602374	0.16310199	-0.112745784	0.25934517	0.27614492	-0.056786984	-0.109828845
0000-0001-7015-0512	-0.21599141	-0.47504795	0.13698034	-0.23953414	0.09331336	0.04957208	-0.07203404	0.35221303	-0.28855798	-0.13062906	0.27507958	-0.07418605	0.219413	0.034889862	-0.28533655	0.047819268	0.076216646	0.07792606	0.017451769	-0.0582488	-0.020892845	0.26676577	0.09258289	0.01384554	0.10245964	0.16278778	0.08176922	-0.043931715	0.09030208	0.013422506	0.16239859	-0.1424805
0000-0001-7018-2995	-4.0389135e-05	0.015679253	0.18378969	0.11644816	0.2864455	-0.03577997	-0.25977737	-0.08605737	0.13630384	-0.08779402	0.1205653	0.2638968	-0.08664699	-0.15445223	-0.19438078	-0.3135759	0.22414434	-0.13847092	-0.028323753	-0.047481515	0.06432991	0.02495742	0.19346967	0.13988408	-0.0138260005	0.19991477	-0.25660908	-0.104034394	0.16326034	0.45239	0.04440159	0.17864096
0000-0001-7038-3121	0.12601928	-0.34198198	0.3592565	-0.22617665	0.25951698	0.089786485	-0.08846735	-0.074572094	0.006120265	-0.2589369	0.24998079	-0.13476294	-0.1490428	0.38492468	0.21645173	0.20811209	-0.18604921	-0.028882843	0.041181825	0.06021636	-0.03457992	-0.116963506	0.01802155	-0.046820674	-0.1306536	-0.01019259	0.21820791	-0.07907711	0.014092977	0.1683439	0.031524573	0.17643917
0000-0001-7041-0310	0.2272562	0.21874711	-0.046201553	0.2828155	-0.20218278	-0.15046948	-0.014349716	0.050109353	-0.303064	0.13294002	-0.14677851	0.13370283	-0.046502497	-0.01638887	-0.088119306	-0.18362495	0.2301796	0.21033694	0.2092986	-0.043996945	-0.08227907	0.028901873	0.05961553	-0.23866981	0.13890913	0.031312536	-0.21101388	0.25862792	-0.27892768	-0.15966028	-0.044518	-0.33352277
0000-0001-7044-5257	0.01231968	0.070553325	0.0829789	-0.06858408	0.12844579	0.07336553	0.10866873	-0.09505212	-0.17783734	-0.16550757	-0.17781967	-0.01205295	0.034273818	-0.17901538	-0.147549	-0.14166974	-0.042110693	0.065023236	-0.068822175	-0.14632231	-0.19087858	0.19045684	0.28517857	-0.02391335	0.031374928	0.060903486	-0.37355313	0.27432445	-0.38859868	-0.109047405	-0.2520743	-0.37686092
0000-0001-7047-9676	0.26030585	0.09208732	0.027647534	-0.3581044	-0.37622216	0.39045897	0.011340165	-0.033322297	-0.049193334	-0.30225208	-0.14515266	0.13257127	0.12727624	0.09327574	0.010459203	-0.115163736	-0.14669476	-0.027024243	-0.16073753	-0.0048617763	0.04903915	-0.106510505	0.045327876	0.20558238	-0.34470764	-0.22236872	0.041053753	0.058654055	0.028071713	-0.17040066	-0.036279965	-0.1345751
0000-0001-7063-7849	-0.23613219	-0.11556963	0.30291602	0.026862986	-0.2103726	0.16353156	0.05459408	0.19132654	-0.09358109	0.3130487	0.010550885	0.0381671	0.0630334	-0.29882962	0.09072648	0.1359997	0.08238293	-0.124757335	0.09272391	-0.080296725	0.32441866	-0.16024052	-0.07679721	-0.341152	0.14866836	0.13412246	0.18012968	-0.095559396	-0.113538034	-0.14042164	-0.27018508	-0.14702082
0000-0001-7064-9209	0.07149115	-0.11816797	-0.051968645	0.044302173	0.1009121	-0.28627327	0.2627817	-0.16222256	0.19676445	-0.037476245	-0.029755658	-0.10880518	-0.19825883	-0.42634565	-0.13270776	-0.0024641466	0.13589053	-0.20411515	-0.032409303	-0.2125933	-0.14750077	0.027612112	-0.164515	-0.15483814	0.15489334	0.15499611	0.19768272	0.0781204	-0.32129136	0.13957876	-0.23776321	-0.21176635
0000-0001-7076-9083	-0.23206615	-0.3922754	-0.19279936	0.22702171	0.19162056	0.09574252	0.24458538	-0.1050989	0.042602193	-0.25134882	-0.13185833	-0.04629413	0.064195015	0.17897457	-0.2960379	-0.0018110775	-0.021418	-0.15286441	-0.09644118	0.0072362474	0.17370893	0.22777058	0.02774281	-0.1932667	0.01280145	0.06505513	-0.05158439	0.12782174	0.25746644	0.03000974	-0.24662861	0.271515
0000-0001-7086-1074	-0.27418855	-0.2759887	0.41527826	0.14438748	0.30828595	0.15965849	0.032252904	0.15797664	-0.1972173	-0.123585925	0.027762722	0.08097675	0.15020084	-0.14162117	-0.09633034	0.33024544	-0.055316355	0.13099967	0.056599766	0.021101536	0.13981265	-0.057088897	0.14171547	-0.34416583	0.019992359	-0.104337625	0.1761999	-0.050346203	0.020396331	-0.14323738	0.05062659	0.18108208
0000-0001-7091-907X	0.15248348	-0.09335474	0.013780804	0.24126522	-0.06382016	-0.091315374	-0.26611233	0.10576048	-0.17780808	-0.06469201	-0.27560645	0.1472945	0.122596525	-0.20187445	0.05480802	-0.0038976127	-0.04713357	0.09672731	0.15250994	0.011968943	-0.28140083	0.04296463	0.11338905	-0.07572912	-0.25117514	-0.014565958	-0.2678715	0.25479302	-0.17979458	-0.24341257	-0.28775242	-0.33765036
0000-0001-7104-9061	-0.115438186	-0.09761173	0.2979457	0.024784552	0.15184222	-0.27111718	-0.1423869	0.19812621	-0.19511224	-0.04238391	0.18662582	-0.14199586	0.22290392	0.12186359	0.074470475	0.03617347	-0.042260308	-0.1797044	0.27488574	0.04024692	0.13432226	-0.23450103	-0.16623697	0.06309848	-0.09425629	0.023508206	-0.12620297	-0.03820692	-0.02181101	-0.07590102	-0.30482966	-0.4727898
0000-0001-7129-9546	0.11409358	-0.182752	0.34406328	0.14573178	-0.0664845	0.18054748	-0.15650058	-0.03793144	-0.14121117	-0.2988195	-0.024358243	0.31492358	0.033603348	0.10145743	-0.09618347	-0.16787055	0.27597436	-0.11555535	0.029384958	0.18860276	-0.008005582	0.24833696	-0.13877374	-0.030424064	0.17113265	-0.30996934	-0.2141043	-0.20289697	-0.13541557	-0.18888156	-0.054995734	-0.12601694
0000-0001-7131-4638	0.0805076	-0.17034465	-0.09508609	-0.14022928	0.2945633	-0.20476645	0.29103863	-0.16241236	0.06175709	-0.12748457	0.0053260336	0.09832725	-0.23420474	-0.041314982	-0.007234718	0.16404748	0.029931074	0.047263384	-0.25009373	-0.085593335	-0.099413484	0.2118965	0.05944828	-0.101732336	-0.14266604	0.1365731	-0.15279904	-0.21051243	0.22170722	0.5183491	-0.12708381	0.02006257
0000-0001-7153-5211	-0.046153974	0.16561382	0.09898864	-0.12433008	0.40368035	-0.13842632	0.24454063	0.128731	-0.26611167	-0.15430136	0.06932251	-0.030658428	-0.40001962	0.11789054	-0.18804896	0.06567252	-0.006320799	0.03350765	-0.32251245	-0.11013708	-0.084252596	-0.009850583	0.044297453	-0.022559451	0.29557958	0.1939677	-0.012262163	-0.12379571	0.20699483	0.100119166	-0.081257574	-0.21405822
0000-0001-7181-5520	-0.34368885	-0.2949633	-0.11533337	0.1739874	-0.23601557	-0.026239108	0.19939229	-0.1560239	-0.18130659	-0.12480398	-0.3610046	0.32936004	-0.12698655	0.20538147	-0.19996075	-0.048340518	-0.029677683	0.022967057	-0.21485563	0.09626213	0.051514972	0.073954135	-0.18686652	-0.05921578	-0.10398328	0.062840484	0.029705051	0.1408312	0.28922552	0.12985246	0.058289025	-0.012537881
0000-0001-7183-5564	-0.028004076	-0.056275293	0.14397098	0.08517581	0.14216898	0.29323703	-0.12809536	0.14953972	-0.039257877	-0.040815588	-0.33311713	-0.077180035	-0.260532	0.06645894	-0.15540954	0.14530247	-0.44557342	-0.06721503	0.19253063	-0.12076061	0.05249281	-0.06193922	-0.46471897	-0.13857725	-0.07398295	0.13518883	0.120201014	0.13241476	0.06231718	-0.05238265	0.16304617	-0.00037579244
0000-0001-7223-578X	-0.057341736	0.016803456	0.36496267	-0.17859527	0.15739496	0.19326864	0.20482767	0.37377575	-0.047988024	0.006035452	0.027908096	-0.23255791	-0.15455876	0.22658056	0.017834108	0.1550955	0.11774488	0.29312307	-0.19816646	0.032440826	-0.22680661	-0.14237523	-0.3090037	-0.005295227	0.0024073708	-0.16491783	-0.0105788605	-0.13381211	0.051186714	-0.27090427	-0.043226115	0.017780995
0000-0001-7224-9620	0.21016246	-0.23520492	0.33908355	-0.14463443	0.186948	0.42788452	-0.17042366	0.03159454	0.29056427	-0.12725835	0.061578993	-0.13899219	0.12627248	-0.13316396	0.092583686	0.0049847355	0.11995843	0.063992225	-0.14243978	-0.2906857	0.046905242	-0.08177225	-0.04188008	-0.072005294	0.008648499	0.13611384	0.2328791	0.20980215	0.22238204	0.12160222	-0.004696812	0.17411801
0000-0001-7243-2548	-0.04516655	0.24795035	-0.10621584	-0.26570186	0.3327267	0.19898571	-0.049330372	0.1901827	-0.14335662	-0.01298858	-0.22105108	-0.17757542	-0.1692224	0.13833508	0.013368924	0.08105208	-0.15313292	0.15550217	-0.41443112	0.29110265	-0.08350453	-0.12057179	-0.16074252	0.14120518	-0.042028297	0.105396755	-0.02076187	-0.18747711	-0.09642637	0.25062105	-0.07651416	0.11058959
0000-0001-7246-7337	0.119882084	-0.4780254	0.09714494	-0.31996205	-0.0028321585	0.011846031	-0.16371608	0.23101449	-0.07081029	-0.22127703	0.14141925	-0.087598346	0.16660407	-0.11299414	0.038072795	-0.34979838	0.112519	-0.021279842	-0.12925015	0.1357317	-0.12774159	-0.09465941	0.32516918	-0.060769364	0.1628841	-0.072821386	0.06691269	-0.083531186	-0.21902014	-0.09052848	-0.19100295	0.01098007
0000-0001-7250-4484	0.06541202	-0.28617823	0.2567692	0.12362353	0.047013093	-0.29975048	0.15073216	0.055101976	-0.24792793	0.07016833	-0.12444958	-0.17331663	0.035961553	-0.14330864	0.0028999588	0.34459248	0.098101765	0.058847938	0.31580195	0.14567691	-0.1534732	0.09097114	-0.12113221	0.07255129	0.00058865594	-0.1478057	0.37586424	-0.0055805626	0.024306199	-0.13575304	-0.14947444	-0.26827827
0000-0001-7264-9448	0.31782618	-0.123045005	-0.00993206	0.03792741	0.221091	-0.22344986	0.019898774	0.31564438	0.11467095	0.16178228	-0.043614	0.2082436	0.13602403	-0.16533992	-0.04633327	-0.152323	0.12878248	0.07828403	0.11110814	-0.02250887	-0.09671098	0.14064257	0.13589531	-0.053522475	-0.12551495	-0.014304836	0.016504804	0.0709389	-0.3049156	-0.22570448	-0.06798323	-0.5214015
0000-0001-7271-342X	-0.23861216	0.11502776	0.05596636	-0.14620116	0.28122595	0.24937247	0.13441171	0.4247041	-0.05393495	-0.078616634	0.053070664	0.14570943	0.13304196	-0.08133597	0.14305294	0.11587341	-0.16258816	0.18650992	0.073693484	-0.013524619	0.34000036	0.0643967	-0.05713949	0.10386735	0.038371176	-0.08888164	0.30163857	-0.23063542	0.28777677	0.09656732	0.16300313	0.0370224
0000-0001-7294-376X	0.17829032	0.24741723	0.16468185	-0.049086053	-0.13496107	-0.44867718	-0.36907148	-0.06342284	0.3888266	-0.03367597	-0.04778521	0.17064334	0.08064408	-0.08369606	0.13218357	-0.05376568	0.17420304	-0.1740829	-0.018363997	0.19653802	-0.10745144	0.2261383	0.0036547582	0.09101202	0.018295763	-0.094199166	0.052294116	-0.18126285	-0.17443082	0.07309898	0.1648911	-0.14750281
0000-0001-7295-5939	-0.038222563	-0.08486726	-0.17766869	0.2282137	-0.0863413	0.2668435	-0.23381847	-0.006442468	-0.15737832	0.10529084	-0.20744096	0.035623353	0.18760213	-0.062943816	-0.10194489	-0.1652041	0.09923353	0.38162905	-0.047869436	-0.15105748	-0.19186382	0.3924114	0.17868291	0.1772678	0.017915722	-0.17744686	0.1320926	-0.10559071	-0.21453516	0.049837176	-0.25865275	0.08218652
0000-0001-7297-9359	0.031866565	0.04967251	0.1264392	-0.1620152	-0.16807526	0.16418804	0.25191075	-0.24152665	-0.29709423	-0.111069925	0.15406132	0.12907493	0.40492892	0.034242988	-0.09417099	-0.011570962	0.2562687	-0.13517702	0.14228036	-0.0045743636	0.22459874	-0.047702607	-0.06314422	-0.18767098	-0.046083454	-0.32898355	-0.08415196	0.2561055	-0.045917403	0.14527117	-0.118849926	-0.21363592
0000-0001-7319-0157	-0.13092777	-0.16515854	-0.22050107	0.09705584	-0.11833435	-0.19323084	0.10914885	0.03513069	-0.29356557	-0.009808847	-0.13840409	-0.11044999	-0.13353162	-0.15552469	0.04481505	-0.004958001	0.2966064	0.10823386	-0.116328545	0.1074746	-0.305995	-0.009472149	0.12553114	-0.089636974	0.29109892	0.24417523	0.023940861	-0.12614466	0.31801698	-0.2576122	-0.26416284	0.17593406
0000-0001-7320-896X	-0.3793409	0.11541303	-0.0024322413	-0.06632029	-0.2604483	0.120250374	0.16126885	-0.25514725	0.114747696	-0.2462333	-0.30216315	-0.20795298	-0.11118004	-0.1253541	-0.16944978	-0.017739043	-0.1799697	0.048492808	0.07461091	0.054254156	0.117136896	-0.17118923	0.2395801	-0.20704253	0.023387974	-0.17430492	0.11554649	-0.17656028	0.16276708	-0.03351229	0.14089218	-0.30010763
0000-0001-7364-1122	0.10724954	-0.18490066	-0.022995798	0.19981956	-0.31594634	0.25069174	-0.018877361	0.02340526	0.0897656	0.19817196	0.20166962	-0.13926002	-0.21713571	0.04087163	0.013674664	-0.027497817	-0.12712784	-0.2608838	0.043653775	0.09401698	0.25928026	-0.2507687	-0.42051613	-0.01966618	0.08402993	0.09345871	0.041478943	0.04570341	-0.03130223	0.21330707	-0.22724588	-0.27037373
0000-0001-7382-8704	-0.05983618	-0.29292545	-0.21795726	0.05988677	0.11653784	0.26660767	-0.25555766	0.15760103	-0.34644815	-0.02407834	-0.0073475414	-0.11031929	-0.09111243	-0.0017382555	-0.08710212	0.13587385	0.1835291	0.28064016	-0.16003026	0.22218372	-0.1604799	0.31880027	-0.011521386	-0.097718775	-0.17850052	0.17133602	0.29540303	-0.082117915	-0.19248708	0.023711119	-0.008776521	0.011348619
0000-0001-7414-8823	-0.17352766	-0.32228997	-0.23110715	0.2476843	-0.26150542	0.0015258173	0.23116995	0.08826271	-0.1733045	0.16640504	-0.4172615	0.06725649	-0.31596214	0.14159778	-0.198789	-0.029278593	0.030022098	-0.024097348	-0.1503312	-0.047587313	0.014106877	0.08079201	-0.05795781	-0.13344397	-0.015266923	-0.03693153	0.13266636	0.282676	-0.03763382	0.08084762	-0.18004213	0.17697546
0000-0001-7469-594X	-0.05443304	0.36773026	-0.012593659	0.004917819	-0.12360603	-0.26013476	0.04152619	-0.25094208	0.35072336	0.31372806	0.083714366	0.18092996	-0.037832446	-0.18905747	0.07032806	-0.03164698	-0.084089346	-0.39854527	0.022891521	0.07387361	0.09422236	0.17040753	0.02662871	0.16408229	0.012421313	0.21529731	-0.055849735	0.13289338	0.10882973	0.107850134	0.020985153	0.28468266
0000-0001-7479-8439	0.1291881	-0.20375969	-0.0907836	0.0014651825	-0.056254692	-0.08982286	-0.028474467	-0.1501377	-0.270198	0.11660479	0.22817174	-0.17897193	0.14708449	-0.03410975	-0.24058133	0.11541469	0.121296294	0.055684697	0.2124147	0.1620349	-0.2787369	0.19640677	-0.19186324	0.1569958	-0.32722828	-0.038538944	-0.20571928	0.27574202	-0.05170075	-0.13752158	-0.027386269	-0.34365672
0000-0001-7488-6682	-0.38898998	0.15044706	0.082638115	-0.3038453	0.34921506	-0.011519802	-0.017764578	-0.009531602	-0.078742795	0.07395792	-0.3211018	0.00018132875	-0.15112269	-0.24047579	-0.011982384	0.291117	0.15616457	0.06325387	0.19442931	0.07341724	0.24192841	-0.06386268	-0.08807228	-0.11323214	-0.04136241	-0.013509717	0.08933059	-0.1443535	-0.062389623	-0.08512944	0.32683742	0.14365184
0000-0001-7490-0536	0.008278834	0.11935892	0.08160593	-0.13122591	-0.0075431485	0.060797572	0.055788558	-0.13963492	0.16479641	0.123319246	0.35302454	-0.31878605	0.12290883	-0.19303112	-0.30803272	-0.058568336	0.06772163	-0.029514046	0.12620111	-0.17065457	-0.2917445	-0.28015304	-0.2486262	-0.16681588	0.22650798	-0.02587282	-0.16497612	-0.25571114	0.17269567	0.09956301	0.064234994	-0.1547666
0000-0001-7491-3660	-0.47057536	-0.20223616	0.13704967	-0.11951837	0.11254583	0.02577569	-0.09668826	-0.027263984	0.028485024	0.0509494	-0.051817115	-0.13733317	-0.004265976	0.3306308	-0.24366276	0.41724315	-0.26746452	0.28844258	-0.022031479	0.23246762	-0.055318456	-0.11232523	-0.10731278	0.15922804	-0.0067356247	-0.016459534	-0.037290636	0.08691941	-0.09497912	-0.027917303	0.14983658	-0.10048493
0000-0001-7504-0152	-0.30286232	0.2556372	0.08777852	0.16470899	0.08740645	0.29769942	-0.14852786	-0.044399515	-0.19065401	-0.028260749	-0.21459088	-0.52383906	-0.20519477	-0.0062676743	-0.09773785	-0.06832552	-0.16393861	0.0027103273	0.12745959	0.08996369	-0.08172092	0.20091835	0.03943144	0.11890949	-0.08192256	-0.115898095	0.21554726	-0.17304131	0.12088383	-0.19730526	-0.09775412	0.01467936
0000-0001-7508-1384	-0.18616182	-0.18337724	-0.032482825	-0.11824483	0.21317188	0.116601884	0.038460393	0.14096127	-0.10079214	0.109641425	-0.09482483	0.16546765	0.2823609	-0.031270254	0.053210143	-0.16406061	-0.26184574	-0.030247215	-0.027173683	0.023520486	-0.028705906	-0.007963835	-0.28008056	-0.04149524	0.33099386	-0.105920285	0.15364316	-0.5121342	0.15024991	0.23575634	0.039947737	-0.17043674
0000-0001-7512-2449	0.10409354	-0.025881024	-0.14994974	-0.18671256	0.023198726	0.49985036	-0.19085902	0.06119602	0.18302038	-0.15582487	0.19151099	-0.07209815	0.17888436	0.045237467	-0.12573765	0.10282928	-0.16486861	-0.25352955	0.08028302	0.2205818	-0.07083149	-0.19938335	0.19599289	-0.19099177	0.28174293	-0.0023316815	-0.12110426	0.12480618	-0.055755615	-0.20835498	0.23470163	0.055216726
0000-0001-7512-8541	0.28899834	-0.16460867	-0.06579295	-0.16128424	-0.04840052	-0.13800724	0.04360071	0.05770993	-0.114790864	0.07034079	-0.10775689	-0.17015404	-0.14596063	0.19638878	0.018819638	0.2431822	0.036551345	0.39783248	0.19806303	0.15507083	0.08209629	0.34692192	0.25136492	0.046176646	-0.30927992	-0.027610602	-0.22478023	0.008269146	-0.10486867	-0.22365959	0.046808753	0.16986085
0000-0001-7529-3838	0.15176149	0.01269072	-0.3468434	-0.08837686	0.20881546	0.17656106	0.15497193	0.19720344	-0.04182193	-0.29946157	0.18386191	0.252811	0.23340985	0.00062209	0.2730288	0.006559073	-0.14129025	-0.019311646	0.059341844	-0.24989817	0.21984325	0.055007488	-0.24409056	-0.15543112	-0.039443236	0.031471808	0.11552578	-0.15130955	-0.04455878	-0.12718064	0.20589179	-0.26844117
0000-0001-7537-2755	-0.014887007	-0.16877605	-0.2344683	0.11818944	-0.10837252	-0.26395404	0.34653172	0.056471813	-0.0293625	-0.007854114	0.20814362	-0.20767987	-0.051331952	0.0928289	-0.25920984	0.27540222	-0.042451516	0.02945825	-0.031727843	-0.17995615	0.004714032	-0.30895406	0.11817132	-0.026203481	0.06820429	-0.11875859	-0.30352098	-0.13166207	0.18385155	0.079083666	0.23534945	-0.2935051
0000-0001-7542-0286	-0.029385258	-0.18164974	0.4056241	-0.055838857	0.1731547	0.03631803	-0.3249578	-0.2175682	0.0010064602	-0.11643244	-0.027093992	0.14391047	0.1576803	0.18909907	-0.17684682	-0.07648044	0.2862768	-0.13794433	0.119371735	-0.13117523	-0.12318002	-0.1633904	-0.10103432	0.22092566	-0.43142518	0.16941862	-0.013024041	-0.14366676	0.013033571	0.07447246	0.0667979	0.048639137
0000-0001-7554-2558	0.33187056	0.15505847	-0.1382465	-0.13941889	0.22947417	-0.014943117	0.034443773	0.29606932	0.18693386	-0.07839108	-0.05413504	-0.06218744	0.07861646	0.20687109	-0.013649421	0.283964	-0.09340375	0.21215741	-0.20230108	0.05103251	0.14858861	-0.30504927	0.22827612	-0.040772982	-0.17496169	-0.12400615	0.16048	0.16968113	0.13631544	0.21239239	-0.05043811	-0.27371058
0000-0001-7561-6529	-0.24805649	0.10913133	0.006387739	-0.21562983	0.34367532	0.0454028	0.025521379	-0.021663008	-0.08207826	-0.05692699	0.055136986	-0.061576433	-0.15579893	-0.21226873	-0.028772745	-0.11644074	0.25022137	-0.0149286045	0.029750884	-0.107457705	0.024654936	0.37574	0.12116857	-0.31737283	-0.091389515	0.22856611	-0.15296942	-0.029481737	0.15080962	0.42906976	-0.1294674	0.1314065
0000-0001-7571-4380	-0.110340275	0.27647465	-0.07137958	-0.0840698	-0.20628454	-0.27183473	-0.0025738284	0.18206888	0.2239883	0.1645701	0.026099373	0.04076901	-0.27807987	-0.2819002	-0.0017883623	-0.30812085	0.08870747	-0.22381708	0.16797772	-0.071328774	-0.04664859	0.08873634	0.13429497	0.24157739	0.11152388	0.3369615	0.10535286	-0.07191854	-0.25044551	-0.13677259	-0.10953778	0.069954224
0000-0001-7600-5447	0.09910345	0.119847074	-0.21955489	-0.1639774	-0.18225646	-0.18210383	-0.029948253	0.29324666	-0.1850423	0.25573146	0.069522806	-0.12694949	-0.030951453	-0.14151771	-0.07319897	0.10014715	0.35868603	0.05869625	0.2566842	-0.32023373	-0.11845112	-0.022944843	-0.17410745	0.16874635	-0.027079709	-0.30947492	-0.15126613	0.15870829	-0.1957424	0.063777946	0.03721216	0.1681193
0000-0001-7603-3093	0.16106878	-0.4735374	0.32915208	-0.21956713	-0.0139193	0.107092895	-0.117738344	0.050408892	-0.36512673	-0.06304778	0.094450064	0.06728264	0.07973716	-0.1174911	-0.1690384	0.28368405	-0.09308632	0.23037504	0.09603763	0.0057668122	0.10637004	0.009716798	-0.08793723	-0.2383374	0.022232007	-0.14795923	-0.030136537	0.17273958	0.22218774	-0.0011096051	0.1232421	0.14359227
0000-0001-7606-4711	-0.041133147	0.0009891043	-0.022810897	0.32039768	-0.107065514	0.0092153065	0.025912564	0.105082266	0.26343858	0.24644148	0.037892323	0.14660716	-0.21146224	-0.019954538	0.27827254	-0.055145107	-0.1694118	0.3149104	-0.16641392	-0.3069367	-0.17397104	0.19186626	-0.10168914	0.19094071	-0.05149002	-0.08581575	0.11323752	0.07928389	0.00869189	-0.20293477	0.3985728	-0.018030472
0000-0001-7613-4732	0.25388324	0.100613885	0.21747206	-0.04544741	0.3362497	-0.26044446	-0.009603601	-0.027935253	0.18333201	0.1326249	-0.20067891	0.0728776	0.117157094	-0.012101984	0.25827757	0.3080483	0.014930062	-0.17136891	-0.26584274	0.22919095	-0.21494576	-0.21745186	0.31691238	0.04211667	0.0626954	0.14719863	0.15699296	-0.048775923	0.019711066	0.073644936	0.11778519	0.03526347
0000-0001-7622-9088	-0.09871726	-0.04620227	-0.10464647	-0.24693294	-0.07449335	0.059426513	-0.041479334	0.14376603	0.06058003	-0.19252212	0.05808378	0.26431394	0.018450629	-0.027460057	0.24510524	-0.20745657	0.15565349	0.052728295	0.06568113	0.2367959	-0.19034919	0.109213986	-0.16899724	-0.36897275	-0.087368	-0.12569602	-0.1449516	0.072407566	-0.2440479	-0.3317284	-0.0895487	0.3728005
0000-0001-7624-8975	-0.062436454	0.06704062	0.032079868	0.30265298	0.091163345	0.0599577	0.30674684	0.042638447	0.108860925	-0.06059483	-0.12120165	0.07093173	-0.14505892	0.21083799	0.15035729	0.16931146	-0.12678643	0.14669116	0.29280275	0.08450088	-0.2831583	0.22160168	0.19562508	-0.1409006	-0.110419214	0.10308559	0.14909713	0.042585313	0.4064803	0.06490949	0.08717795	0.31204873
0000-0001-7631-2324	-0.056231126	0.2337231	-0.23200774	-0.059200767	-0.13118291	-0.32900774	0.13012953	0.31547958	-0.23087241	-0.11780129	0.026320701	-0.08005943	-0.12856293	0.012779285	0.026447793	0.15914942	0.13158421	0.26069114	0.28479412	-0.08826733	0.045994394	0.07027071	0.02987976	-0.16876207	-0.13012871	-0.20621063	-0.1547073	0.26236048	0.31691265	0.016228864	0.21410353	0.12884378
0000-0001-7638-3181	0.24936315	-0.2664419	0.22809695	0.03302006	0.1397229	0.11289024	-0.121062	0.2940401	0.17445509	-0.3264008	0.08495468	-0.36185133	0.023209613	0.12754133	0.1954938	-0.07145983	-0.13322347	-0.12182287	0.15225203	0.018758288	-0.0016950921	0.15033367	-0.086947925	-0.05618796	-0.085911125	-0.18868774	0.030694632	0.2541359	0.07321391	-0.208573	-0.24180262	0.19946696
0000-0001-7654-503X	-0.016720561	-0.11686123	0.022894526	0.023160303	0.1437947	0.009852928	0.25878102	0.16287349	-0.12742513	-0.038475037	-0.1029163	-0.25195146	0.037944246	0.1998949	0.11845378	0.36890188	-0.24045993	0.08173091	0.12517834	0.22393589	-0.22754116	-0.21150957	0.020042373	-0.08833982	-0.17998563	-0.19228402	0.29538956	-0.2890273	0.2718396	-0.13345784	0.029457515	-0.1401991
0000-0001-7678-7506	-0.15205428	0.10058951	-0.27926996	-0.045157414	-0.064694144	-0.14879745	0.17096882	0.049772058	-0.02017066	0.046570458	-0.21263793	0.53670293	-0.24797717	0.03117586	0.046704523	-0.046981398	0.381665	-0.02130686	-0.019051345	0.3293731	-0.01080853	-0.082248546	0.004893901	-0.10989646	0.09454152	0.14584313	-0.040082414	0.20739011	0.09412772	0.20510581	0.10209492	0.12598509
0000-0001-7678-8656	0.24283604	0.15413661	0.24769652	-0.29381883	-0.09430734	0.11256809	0.17330094	-0.19033648	0.24804536	-0.14291811	-0.26500458	0.1413772	-0.24775164	-0.054537047	-0.2003773	0.12427266	0.049011976	-0.13591057	-0.096858434	0.008969357	0.13845225	-0.14232698	-0.09819293	0.22334863	-0.3363129	-0.032864347	-0.19697087	0.12206538	-0.14623877	0.21738476	0.15333733	0.017875193
0000-0001-7679-7130	-0.22475196	-0.13969292	0.15562269	0.32221892	0.031945366	-0.18491274	0.17536613	-0.06546081	-0.12223066	0.2909101	0.058269236	-0.23842448	-0.20014143	-0.004505865	-0.22998506	-0.1681567	0.033730157	-0.08537161	-0.18359539	-0.2868389	-0.07440158	-0.14337222	0.010600601	-0.0009214189	-0.14272036	0.23564295	-0.02228528	0.25575426	0.20711139	-0.15949883	0.29508424	-0.052857693
0000-0001-7693-1635	0.1731738	-0.11275133	-0.21136875	0.20366248	0.17372148	0.31194553	-0.06023103	0.08362897	-0.09523175	-0.29874897	0.021198932	-0.18695748	-0.07540166	-0.19916523	-0.007275699	-0.06666697	-0.011895524	0.08864872	0.13725431	-0.12595436	0.12063981	0.13177	-0.0115106255	-0.0756602	0.17620224	-0.23381852	-0.33993897	0.28724802	-0.2530049	-0.028216617	-0.2708342	-0.21687835
0000-0001-7697-1709	-0.08703182	-0.05098165	0.05971263	-0.22967698	0.19038717	-0.14469936	-0.3690393	0.116324686	-0.2913851	0.08996822	-0.038140934	-0.15263034	0.2362957	0.0014770383	-0.0604937	0.16729668	-0.01205009	-0.06954866	0.08062343	-0.039678928	-0.35724425	0.20022315	0.1792564	0.124605484	0.15197526	-0.13271838	0.06401116	0.13528435	-0.24926475	-0.31364027	-0.10784701	-0.24019442
0000-0001-7711-2287	0.14491688	0.026883526	-0.16784829	0.19374669	-0.07854562	-0.15948595	-0.09293291	0.13219965	0.11826788	-0.016831951	0.2512979	-0.36883605	-0.30272552	-0.19992594	-0.0709389	0.15904881	0.111175805	0.2464714	-0.08712962	-0.11507656	0.38094646	0.25979716	0.027841007	-0.17794445	0.008727275	0.20615718	0.06950088	-0.04540854	-0.08345815	-0.17928977	-0.15512036	0.1667509
