orcid	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0000-0003-2554-8585	0.10008836	-0.060780395	-0.30707636	-0.20627123	-0.054341804	-0.023987366	-0.08612803	-0.072910964	0.11246136	-0.20417355	-0.02676094	-0.12822297	0.25850356	0.0030614377	0.29981247	0.0058139437	-0.053461757	0.20986766	0.111739285	-0.25162476	-0.05382902	0.21628378	-0.19342606	0.209549	-0.1119401	-0.047827147	-0.079252064	-0.12724173	0.4357522	0.29380584	-0.11620708	0.15568003
0000-0003-2557-5145	0.10908793	-0.25904778	-0.16782424	0.058463667	0.16632347	0.22815111	-0.19027254	-0.117344975	0.08217884	0.28604698	0.28780827	-0.09885303	0.029863195	0.14612167	-0.14443603	-0.16619138	-0.072368786	0.058694877	-0.10729084	-0.035804555	-0.27793282	-0.063455395	-0.19063091	0.051567163	0.04795141	-0.2171327	-0.13195787	-0.17270792	0.2863362	0.33431527	0.26637974	-0.06831133
0000-0003-2567-8013	0.070183046	-0.16668051	0.3815374	0.18710744	-0.15708333	0.30806503	0.015285679	0.08081007	-0.1112275	-0.0049147857	0.17381428	-0.046179608	0.36833075	-0.10375294	-0.16153297	0.10269525	-0.100190684	0.03742618	-0.22208917	-0.018082386	0.14287396	-0.39630273	0.1443663	-0.25977322	0.0700437	-0.09891056	-0.036648102	-0.20101593	-0.033687383	0.036835045	0.137522	-0.1668307
0000-0003-2577-7695	0.10862036	-0.029176343	-0.18096781	-0.137718	-0.061016977	-0.04646599	-0.16088031	-0.008559348	0.35892186	-0.09371674	-0.04867318	-0.07194094	0.10381277	-0.020082286	0.19863443	0.18795167	-0.20318119	-0.24941224	0.14480439	-0.2598638	0.15414761	0.31263307	0.12997866	-0.18630311	-0.22511256	0.012103348	0.21175116	-0.28971255	-0.25031075	-0.061591588	-0.16157311	0.18826537
0000-0003-2580-0701	0.23295218	0.01688813	0.13157569	-0.06188234	0.1914993	0.48418635	-0.1730151	0.12786745	0.044505343	-0.03321168	-0.17506908	-0.24343021	0.112997934	0.018327542	-0.15169114	0.19759555	0.14794993	-0.074215055	0.00028150677	-0.02370235	0.0976136	-0.059424028	0.1802113	-0.34464523	0.027296413	-0.22517698	-0.02650278	-0.42075995	-0.10360928	0.014692877	0.06976774	-0.038484603
0000-0003-2595-8736	0.2933067	-0.09696755	-0.13310073	0.3394823	-0.2442169	0.048982546	-0.019067874	0.09802801	-0.08200353	0.20120488	-0.1398662	0.09459652	-0.20791264	0.11699142	-0.24997967	0.06293909	-0.0038462407	-0.15562542	0.25184366	-0.2570329	-0.1529646	0.127149	0.15267439	-0.21787158	-0.1266091	-0.0007494766	-0.19131257	0.21599224	-0.2940907	-0.10317335	0.04202041	-0.19558813
0000-0003-2626-594X	-0.31797013	0.058315407	0.11098319	0.16761088	0.04116088	-0.072068736	0.17897263	-0.102714956	0.2428339	0.005072172	0.0035701245	-0.22449918	-0.38804486	0.0913409	-0.33451498	0.33189276	-0.047299	0.007947912	-0.09785987	-0.090156116	0.19188213	0.31919482	-0.19075072	-0.10541053	-0.08508318	0.070405096	0.057111178	-0.039385967	0.05613229	0.20518224	0.20684734	0.06309893
0000-0003-2652-9976	-0.035935916	-0.08031452	-0.09130479	-0.29980013	0.04352374	-0.34289837	0.056677192	0.26096436	-0.23463851	-0.06646838	0.14733067	0.070763335	-0.06383426	-0.071905896	0.083663136	-0.27506095	0.3114407	0.10780497	0.012473874	0.20605528	0.24745463	0.009853892	-0.2467018	0.16675024	0.13111505	-0.1747622	0.072885215	0.103733554	0.24712712	-0.16653544	0.030345978	0.2653335
0000-0003-2655-7037	0.2852048	-0.31796226	0.3676136	-0.090755984	-0.23545893	-0.020627633	-0.023080725	-0.04762535	-0.04261314	-0.04522831	0.1788131	-0.0056864545	0.061198212	0.13823155	-0.063644625	0.2924567	-0.14426576	0.41572538	-0.257433	0.04412932	0.09177465	-0.3050427	-0.07855303	0.20429666	-0.051717743	-0.044536334	0.032703996	0.014196258	-0.015396556	0.057992995	-0.093353525	-0.19423586
0000-0003-2676-4087	-0.48109955	0.08873618	0.13505179	0.11696809	-0.19848725	0.05806962	0.06281457	-0.06256016	-0.1707395	-0.13910535	-0.17812274	-0.21285626	-0.35600716	0.020843066	-0.13405441	-0.16970028	-0.02812982	0.17072508	0.08177871	0.121402144	-0.23399064	-0.03717706	-0.23015037	-0.17219791	-0.08663533	0.12159501	0.19021605	0.048800074	0.097442955	-0.15462828	0.12928154	0.27847242
0000-0003-2681-3563	-0.22147809	-0.18016216	-0.21440129	-0.17138802	0.1357518	0.04188463	0.24685733	0.21331748	-0.13388509	0.27221918	0.079153694	-0.17766126	-0.027272671	0.013653293	-0.12911431	0.19518393	-0.17340495	0.26621154	-0.036680777	-0.14763889	0.0798801	-0.030128965	0.07403049	-0.020330817	0.3489727	-0.029482469	0.41227353	0.16285491	-0.1061327	0.05195972	0.092487015	0.22813107
0000-0003-2708-5027	-0.12553605	-0.0019253974	-0.19622172	-0.12626638	0.045478806	-0.027376367	0.24148338	-0.14994098	-0.03973484	-0.16290663	0.1491675	-0.23485401	0.013392657	-0.11359141	0.44213182	-0.062493883	0.14636633	0.054870903	-0.07245467	-0.18734683	-0.24567094	0.09353069	-0.08491599	-0.23986651	-0.30676448	-0.25863385	0.08019818	-0.28664565	0.2106331	0.02182448	0.14566626	-0.11789051
0000-0003-2764-671X	0.054657012	0.1755025	0.18986055	-0.0628969	0.2799784	0.0700911	0.25352594	0.06530478	-0.4080005	-0.09555633	-0.32933062	0.045153394	0.062084317	0.043119308	0.12634957	0.07682162	-0.17106922	-0.06354203	0.12378639	0.07584909	0.011343667	0.08518256	-0.08230785	-0.072225854	0.29666716	0.12850723	-0.15971407	-0.147065	-0.18649949	0.03968469	0.03629292	-0.44452822
0000-0003-2775-0330	0.28717962	0.059544235	-0.18817082	-0.36549369	-0.18440224	-0.25473496	0.09179547	-0.22371306	0.40729964	-0.19227633	-0.277562	-0.2213513	-0.32322884	-0.010885233	-0.058918897	0.2350424	0.059512846	0.42667282	0.23922236	0.061654456	0.011019264	-0.016927376	-0.014015554	-0.2769537	-0.18634416	-0.041050408	0.22555995	-0.34971073	0.24079624	0.14043775	-0.39410987	0.24699813
0000-0003-2776-7220	0.10919886	0.09307592	-0.006693499	-0.1803997	-0.03828825	0.27372888	-0.047582366	-0.108022265	-0.19618917	-0.12693575	0.12054266	0.34824246	0.23520514	-0.03944454	-0.08835639	-0.22092378	0.4117382	-0.12239507	0.0797497	-0.008639284	-0.14399563	0.030380849	0.40032855	-0.21453439	0.055194043	-0.03613485	-0.18578044	0.18214631	0.058118768	-0.1256394	0.100799456	-0.17984416
0000-0003-2778-6317	-0.045204792	0.12595347	0.40040806	0.14809841	-0.0005517268	0.23357314	0.17167161	-0.09712177	0.2779221	0.026596198	0.16455077	0.0344576	0.017902566	0.11535639	-0.05424238	0.16697755	0.08057714	-0.023094885	-0.24753049	0.071613766	0.1370879	0.08550557	-0.095309824	0.1546621	-0.08920723	0.19727716	-0.24383275	-0.37348664	0.18015657	0.099488445	-0.30855307	-0.19948013
0000-0003-2792-3166	0.13659799	0.24275254	-0.17235216	0.015909297	-0.074380375	0.051612556	0.11607637	0.24840778	0.18273857	-0.20691003	-0.25913417	-0.040623795	0.3789924	6.239202e-05	0.08700523	0.12010791	0.06636042	0.172795	0.007953837	0.17135859	-0.06306834	0.23132561	0.23469403	-0.111449674	-0.006194806	-0.052083284	-0.1078915	-0.37256482	-0.026054684	-0.35816982	-0.108845346	0.12550853
0000-0003-2794-5517	0.17314775	0.23711732	0.27098188	-0.18482485	-0.06131944	0.20795959	-0.003311922	0.0006960365	-0.092964575	0.082202	-0.22506174	-0.16099866	0.17451736	-0.19762552	0.23477513	-0.07585711	0.23281413	-0.13260238	0.11146722	-0.14446995	-0.059329312	-0.109378584	0.3817488	-0.35048962	-0.12002327	-0.08625736	0.02385845	0.31319505	-0.009594526	0.12506354	0.05433694	-0.092160806
0000-0003-2794-8494	-0.056030937	0.11242276	0.17235634	-0.06152089	0.30135012	-0.44099423	-0.08845738	-0.26316503	0.038942203	-0.023137698	0.15926033	0.2785755	-0.18871443	-0.07820672	-0.13121577	0.12821603	0.14439449	-0.077587456	-0.11338598	-0.0026710604	-0.13062082	0.09599287	-0.020228304	-0.11668464	0.27646717	0.15455109	0.22690019	-0.14423995	0.22661336	0.27673456	-0.009330287	0.16519867
0000-0003-2799-2890	0.24289542	-0.07820225	0.038432658	-0.010988523	-0.27709824	-0.094242215	-0.058206692	0.17801075	-0.2538808	-0.17026778	-0.12206123	0.03449513	-0.009020038	-0.09707402	0.24529397	-0.23701549	0.16852199	0.3125595	-0.21905324	-0.023188032	0.16494337	0.15009104	0.05580293	0.08245416	-0.38540372	0.1852323	0.088545725	-0.051173892	0.26875085	-0.035472196	0.15116173	0.230785
0000-0003-2804-4673	-0.20458643	-0.072949775	-0.28401598	-0.17733605	-0.10199497	0.07637902	0.01688865	-0.05441729	-0.23429847	0.03859604	0.11235076	-0.36763898	0.005878267	0.18181558	-0.23938048	0.16417532	-0.03194172	0.056024753	0.05637849	-0.29792976	-0.22892338	0.027645253	-0.080804415	0.07464939	-0.040590096	-0.054370362	0.13671419	-0.013495324	-0.2668039	-0.28805295	0.30884802	-0.25557354
0000-0003-2820-688X	-0.040380567	-0.1344477	-0.44971505	-0.08724949	-0.031415407	0.22899683	0.11281439	-0.24051571	-0.06549581	-0.1678326	0.15244734	0.04159674	0.17606354	-0.32545087	-0.21470155	0.050445076	-0.18818296	-0.25720194	0.041383266	-0.14543018	-0.056832373	0.09084984	-0.017067006	-0.051125284	0.07920967	-0.24661912	-0.3296634	-0.23035896	-0.04915302	0.045440245	-0.080837704	-0.15741418
0000-0003-2839-2870	-0.16105711	-0.34181863	0.15362522	0.090739526	-0.029649679	0.2721299	-0.059513304	0.01924715	-0.3056321	-0.1560098	0.21173641	0.007665	0.15404317	0.28846437	-0.23738758	0.07217024	-4.5521183e-06	0.29797825	0.2798893	-0.04275476	0.09234021	0.08894067	0.1182699	0.0865724	0.13764709	-0.19407462	0.1571416	0.16631803	0.10600265	-0.25402477	-0.15413304	0.0055926475
0000-0003-2839-3144	0.07766178	0.3199161	-0.2608745	-0.040573124	-0.21450014	-0.12566678	0.15730733	0.033723928	0.18632491	-0.10451718	0.1586892	0.06702222	-0.15168765	-0.11569986	-0.03437872	-0.003823433	0.010643508	0.12491368	0.047294896	-0.25057432	-0.19990066	0.05095913	-0.21038821	-0.0804116	0.003188303	-0.11811878	-0.12183277	0.017671125	-0.54758763	-0.093563415	-0.092594534	0.31781057
0000-0003-2846-6307	-0.0054228343	0.11611469	-0.12775657	-0.16023128	-0.29357257	0.19795951	0.16752468	0.073908724	0.081353955	-0.067804076	0.07857705	0.04695981	-0.22541793	0.08152769	0.012775965	0.014968847	-0.26878574	0.07838528	0.291981	0.18256532	0.35906732	-0.16952832	-0.41227922	-0.11097284	-0.006745534	-0.03351372	-0.20569952	0.21959539	-0.19956006	-0.03539463	0.1245998	-0.15137708
0000-0003-2862-3843	-0.012172601	-0.06670856	0.06882084	0.05443056	0.20459487	0.15315741	0.014201041	0.029041909	-0.096163616	0.055242147	0.3130429	-0.32959047	-0.058684252	-0.11616988	0.115613975	0.10633697	-0.11999439	-0.25466764	-0.033707425	-0.12403292	0.1674237	0.48034304	-0.17798303	-0.024728714	0.1428971	-0.2035479	0.28008857	-0.04361758	-0.17158076	0.26814237	-0.14909375	-0.090595394
0000-0003-2876-0004	0.094166264	0.22024783	-0.19185996	0.019772775	-0.17437693	-0.26739028	-0.088913046	-0.1548365	0.3716369	0.28486255	0.033363987	0.021711169	0.0685828	-0.3434395	0.09294597	-0.1693397	0.08476385	-0.29842103	-0.024311967	0.3001834	0.28182754	-0.21056406	0.07712737	0.086357355	-0.0010796984	-0.0049834987	0.02697372	-0.007963236	0.19978453	0.12635279	-0.0415259	0.091057576
0000-0003-2881-4906	0.1750571	-0.10439998	-0.15254092	-0.06654194	-0.23243222	0.12556967	0.0452343	-0.28745782	-0.07524421	0.31807652	0.036263727	0.31583765	-0.026391063	-0.086117044	-0.2618874	-0.08332131	0.27534842	0.026388176	0.34809604	0.07429984	-0.013067968	0.32803673	0.19209528	-0.05422769	-0.10500339	0.19194485	-0.13331306	-0.16068609	-0.18421468	0.079717785	0.03964325	0.02448193
0000-0003-2894-1024	-0.18292701	-0.24015889	-0.053337216	0.121059075	-0.27885944	-0.16806187	0.40470314	0.2096458	-0.27820283	-0.15225185	-0.12452538	0.26046187	-0.24260074	0.09956414	-0.040363654	-0.16729294	-0.084619045	-0.15894459	0.06528442	0.15673737	-0.0056181187	0.15479934	-0.29829767	0.08149033	-0.06831608	-0.041539706	0.16735019	0.07271032	0.12804973	0.2159424	0.10246527	-0.035042994
0000-0003-2917-3450	0.17154299	0.21800826	0.15156636	-0.21928811	0.03918073	-0.2544186	0.010151881	-0.13699833	0.21882601	-0.057777695	-0.034521114	0.113526285	-0.098776184	-0.28195214	0.092863314	0.24660507	0.15326789	-0.09185235	-0.02503594	0.31545192	0.15236261	0.01441045	0.20391415	0.107399486	-0.104444474	0.12519565	0.25075898	-0.25827187	0.1066048	0.3801488	0.14466478	-0.0357915
0000-0003-2939-7657	0.09272758	0.074128434	0.2668815	-0.11019785	-0.2347094	0.27050447	0.29430592	0.2418216	0.27070683	-0.18985744	0.09872448	-0.21886842	-0.23927668	0.08261888	-0.16912687	-0.09870511	-0.032395415	-0.12472233	0.16791356	0.07324028	-0.20167197	-0.019722674	-0.21044517	0.14939305	-0.049169447	0.051760323	0.123460375	0.12696686	-0.0014320891	-0.29200298	0.119880386	-0.2566106
0000-0003-2947-574X	0.33749273	-0.15780383	-0.3789043	-0.14262836	0.13055745	0.4640025	0.022497717	-0.006172133	0.103981204	-0.017834824	-0.14509211	-0.21769096	0.1325165	0.07937307	-0.07041459	-0.0783581	-0.14995533	-0.10414781	-0.08816062	0.13439408	-0.22857447	-0.17911208	-0.046199325	-0.2571939	0.07108543	0.3012524	0.12692332	-0.08677711	-0.06106206	-0.0039560613	0.045316167	0.11333963
0000-0003-2950-7545	-0.26596415	0.25448757	0.060438022	-0.14116096	0.09378779	0.148767	0.106137276	-0.123793505	0.14010064	0.25332186	0.1823094	-0.063487664	0.14617205	0.10775365	0.21341832	-0.04875905	-0.18212445	-0.3429669	-0.005835859	0.008853471	0.20218728	-0.120513014	0.23300982	0.3636033	0.15682785	0.25816286	0.076040216	-0.00033856908	-0.108158655	0.23276643	0.15075827	-0.05468878
0000-0003-2952-9701	-0.2083547	0.12458283	-0.1710519	-0.12708564	0.4349785	0.13481848	-0.08149676	0.0695443	0.17635985	0.034320712	-0.0076038186	-0.19043387	0.046375968	-0.18800409	0.10530894	0.014307773	-0.17997281	0.3726369	0.19066437	0.115182765	0.15301275	-0.23815294	0.08302022	-0.14452219	0.1498816	-0.06119313	-0.03625803	0.006587816	-0.3773967	-0.21104808	0.09363185	-0.08556906
0000-0003-2968-1893	-0.10854568	-0.23016822	-0.16112597	-0.2564564	-0.0054011587	0.27779576	-0.07683594	0.23350517	-0.13838582	-0.01569212	0.14704157	0.096065186	0.21674988	-0.21000281	-0.12414632	-0.01870115	-0.375493	0.15329611	0.15052307	-0.11275333	-0.11720444	-0.13899694	-0.1540465	-0.30723956	-0.07826243	0.048031792	-0.07512405	-0.14207304	0.19953811	-0.08277407	-0.04855091	0.3383155
0000-0003-2979-3238	0.17341523	0.21348096	-0.18835203	-0.0945509	-0.13608184	-0.16352423	-0.21869144	-0.1737336	-0.33752534	-0.006654013	-0.19078417	0.1086219	-0.014864886	0.1475312	-0.22059911	0.18130471	0.27041605	0.14041872	0.13976763	-0.06984703	-0.25111362	-0.041003533	0.32481965	-0.2281601	-0.16842893	-0.08938945	-0.27303347	-0.1601871	-0.030500133	-0.106513344	0.040268358	0.030991089
0000-0003-2992-3805	0.14534694	-0.042080563	-0.12363003	0.033824116	-0.23238248	0.13089317	0.21853408	-0.17310122	-0.06295535	-0.024265224	0.04524244	-0.24065502	0.026036844	0.14172289	0.069228485	0.24520005	-0.103149116	0.1072777	0.30320665	0.39822346	-0.2947559	0.11707859	0.18503363	-0.27498245	0.044966392	0.13691993	-0.13105516	-0.016751627	0.36286196	0.025855772	-0.03428086	0.08236349
0000-0003-3000-4160	0.11534266	0.093104154	0.14324072	0.24420641	0.007443905	0.28609046	0.019314026	-0.04391555	0.33205357	-0.08527276	-0.034038294	0.3425452	-0.12498858	-0.33487406	0.09043327	0.13599987	0.047276508	0.16582191	-0.071146764	0.10078714	-0.31934524	-0.07652752	-0.27766302	0.14762732	0.06340613	0.015993211	0.12912667	0.15296164	-0.12056837	-0.09417849	0.24912007	-0.20423186
0000-0003-3003-874X	0.11266038	-0.18149787	-0.12179447	0.16354448	0.15657707	0.26723477	0.08818099	-0.15495056	-0.2109451	-0.08519576	0.12192026	0.28332025	0.21778244	0.14898872	-0.10518395	0.12748122	0.035682805	-0.03734162	0.13442753	-0.32031974	-0.045148194	-0.02416592	-0.1134243	0.4919258	0.1731744	0.18718322	-0.03479559	0.08403001	0.03303564	-0.2205232	0.10317245	-0.16355294
0000-0003-3005-730X	-0.035490982	-0.114942655	0.052214082	-0.09430548	-0.10525089	0.32431257	-0.10318416	-0.024011053	0.17714775	-0.16421449	0.31721112	-0.10501884	0.24517226	0.1038998	-0.22383025	-0.06801179	-0.14712949	-0.1037308	0.17790337	0.18248707	-0.04532242	0.2463949	-0.14805567	-0.07151564	-0.37286845	0.011711206	0.2819295	0.18999162	-0.17234838	-0.028999712	0.23687583	-0.14912769
0000-0003-3022-2483	-0.11329395	0.0026954715	-0.12626347	0.1374299	-0.1322202	-0.200687	0.25472492	-0.085523635	-0.14915213	-0.06730526	-0.23840564	0.36860523	-0.41735002	0.1701545	-0.20131792	-0.0037510006	-0.02445596	-0.20244664	-0.0023102602	0.2659899	-0.028818352	0.04238518	-0.24525402	0.0099007925	-0.02145763	0.108337715	0.09711576	0.14960696	0.19244364	0.24820554	-0.081205316	0.18641454
0000-0003-3031-9824	-0.09650991	-0.41568956	-0.050804537	0.27363622	0.08235461	0.050999776	0.10906012	-0.03604586	-0.09208796	0.081421465	-0.050172903	-0.25615382	-0.08067564	-0.2510081	0.2916766	0.2752578	0.13283877	0.26959106	0.25844088	0.13836849	-0.0320969	-0.11783647	-0.15051353	-0.08325408	0.020029653	-0.08844481	0.037889834	0.03265297	0.023376985	0.20579225	0.13998531	-0.33207473
0000-0003-3047-3397	-0.06861419	-0.25092325	-0.17992187	0.075676106	-0.5097711	-0.1305219	0.04496614	0.047582135	-0.0022537897	0.12510422	-0.011858698	0.22457536	0.0840439	0.31646332	-0.031485505	0.15833624	-0.118223116	0.02344663	-0.10451241	-0.17539757	-0.17725934	0.27918145	0.014141584	0.28541267	-0.20865706	-0.13837296	-0.023284784	-0.102555186	-0.057970792	0.077735424	-0.024273261	0.28733504
0000-0003-3059-6127	-0.011447496	-0.20463149	0.11316463	0.20922399	0.19609806	0.37362346	-0.24738899	-0.06080944	-0.12914717	-0.16698945	0.12093048	0.006854626	0.23803127	-0.105106235	-0.108330145	-0.019902926	-0.30590874	-0.04149957	-0.0039327345	0.02743747	-0.11468726	0.19208084	0.30108902	-0.34849647	-0.16209206	-0.17453697	0.038550906	-0.24848881	0.09026312	-0.16647573	-0.037942715	0.06244673
0000-0003-3067-7154	-0.07055556	-0.045923434	0.16051218	0.0707544	-0.14225323	0.072364956	-0.05963172	0.39646092	0.052083176	0.12126971	0.067621276	0.42068964	-0.24087234	0.027790787	-0.15614532	-0.1918733	0.028541049	-0.19913492	-0.04436033	-0.029180892	-0.08480972	-0.38591158	0.21697663	0.15496019	0.111412816	0.020162191	0.11103507	0.049574953	-0.3166226	0.21090199	0.117409505	0.018732673
0000-0003-3084-2287	-0.28602272	-0.34559855	0.12146219	0.09173018	0.24337626	0.014545998	-0.1383013	0.20083082	-0.033381388	-0.24422888	0.15045929	-0.30329797	-0.078741334	0.17249945	0.031465326	0.1387336	0.2610729	0.28704342	0.31498715	0.043912116	0.1482281	-0.19134375	0.107617676	-0.093502045	0.09004171	0.014668243	0.03829626	0.022226386	-0.16601592	0.107472904	0.20497991	-0.05549663
0000-0003-3084-5189	0.06979924	0.101563506	-0.09189261	0.35546732	-0.08083292	-0.11185145	-0.20790389	0.17985828	0.40516037	0.025715727	-0.09153379	0.2837863	-0.1678738	-0.28796458	0.11843676	-0.10539725	0.030586949	-0.004676275	-0.11929066	-0.21064608	0.03047586	0.106170915	-0.2749071	-0.06898915	0.046392784	0.028280115	0.08177107	0.041415192	-0.17258681	-0.19298658	0.36616382	0.029524982
0000-0003-3106-3875	0.062057506	0.19424942	0.029042015	-0.21602051	-0.36520472	-0.028984698	-0.32793218	-0.17737322	0.42564774	0.08856293	0.13840951	0.010821311	0.065817766	-0.25497103	-0.18942705	-0.027290793	-0.059828438	-0.29477718	0.18901075	0.19791783	0.09026873	-0.06404238	-0.22972834	0.14652541	0.09603907	-0.14707857	-0.12021777	0.0828326	-0.12039986	0.049845017	0.047317743	0.013271464
0000-0003-3112-6223	-0.055558458	0.17962046	-0.2343978	0.010914561	0.08980294	-0.4048021	-0.0018111974	-0.021658592	0.030613242	0.0049496167	-0.007942345	0.1451713	-0.17140096	-0.37193963	0.15530021	-0.0298049	0.3170839	0.078951865	-0.20457007	-0.03594737	0.0070926906	-0.10134922	-0.041650437	-0.05153026	-0.10846629	0.27215418	0.31075016	-0.22955519	0.22644842	0.22115257	-0.110577144	-0.101129495
0000-0003-3127-4373	0.12914225	-0.29973257	0.07330204	-0.18006322	0.31254867	0.26993686	-0.0052276007	0.08010502	-0.3898749	0.07252872	-0.093140036	-0.21158098	0.22587472	-0.2385748	-0.051020548	-0.1028717	-0.08520772	0.033323623	-0.14175974	0.06148959	0.046941385	0.014151284	-0.33631298	0.12302252	0.17221554	0.048351552	0.061443523	0.13095087	-0.29217917	0.009684917	0.07852251	-0.19855216
0000-0003-3137-7655	0.16247283	0.25256953	0.25450128	-0.19540553	0.16358332	0.18898821	0.1575081	-0.095689006	0.27748606	-0.16821496	0.08384597	0.23305911	0.1223503	-0.35318992	-0.06829149	-0.11116025	0.24058561	-0.1741823	0.19533508	0.16370782	0.17167957	-0.07494327	0.23579922	-0.09894659	0.15000707	-0.10421811	-0.25730523	0.0047488385	0.13263202	-0.0118405055	-0.12620106	-0.011525813
0000-0003-3140-1483	-0.3099016	0.05997983	0.086108245	-0.1376714	0.2169218	0.11562904	-0.14473568	0.17584339	-0.38401958	-0.26234612	-0.005837726	-0.11266256	-0.16437122	0.0037722776	-0.32240152	0.19738671	0.047115266	0.05451643	0.22944896	0.12567882	0.15290417	-0.16535088	-0.19246103	0.03610917	0.023586169	-0.18539688	0.03426439	0.07201032	-0.24552703	0.18458842	-0.11811822	0.22460186
0000-0003-3148-6296	-0.09130665	-0.032118157	0.040833704	-0.024120042	0.1657089	0.311965	-0.2777	0.103388034	0.12060449	-0.076106735	0.11786137	-0.10604972	0.22485885	-0.1337672	0.34595945	-0.08127223	-0.45316157	-0.13513787	-0.19517836	-0.2808452	-0.10917078	-0.0032068668	-0.035611793	-0.24173239	0.08584481	-0.2858611	-0.05592762	-0.06493219	-0.0653882	0.07694136	0.122454666	-0.04163475
0000-0003-3152-2920	0.18683815	0.2711155	-0.2097389	0.028664252	-0.30174592	0.29273933	-0.20385736	-0.045424715	0.15801573	0.1094715	-0.18568353	0.16269056	0.22373287	-0.12580338	0.14846231	-0.08023954	0.52080154	0.035952125	0.15301424	0.12629573	0.04799064	0.03437188	-0.04665205	0.10251518	-0.096443705	0.022231098	0.20270039	-0.1369095	-0.009271468	0.02577495	-0.07656873	-0.17275669
0000-0003-3155-0729	-0.018401138	-0.08847003	-0.16797362	0.04641063	0.40516844	-0.24798138	-0.09598218	0.06811891	0.13050346	0.14556998	-0.19126222	0.20538852	-0.08504675	-0.11446737	0.040023852	-0.006380624	0.43881404	-0.012395108	0.13407534	0.113714464	0.16750386	-0.012235422	0.11715352	-0.21874303	-0.059004538	0.12104898	0.22255181	0.10024881	-0.37721404	0.0011320382	0.17668718	-0.13553226
0000-0003-3170-3879	-0.28398144	-0.00100429	-0.062896095	0.22807243	-0.29640707	-0.22091144	0.059819456	-0.13943543	-0.056412224	-0.085416645	-0.17411077	0.31310517	-0.24690738	0.28688872	-0.053547543	-0.07594306	0.025034005	-0.32067436	-0.29809624	0.17163435	-0.09741629	-0.0034091885	-0.2608604	-0.12232205	-0.006884881	-0.07046405	0.098033816	0.16193116	0.14691223	-0.016442299	0.18952304	-0.007855775
0000-0003-3174-1621	-0.09335506	-0.13093111	-0.16175196	0.20492476	0.1592558	-0.41789111	0.083449505	0.14832713	0.30347148	0.14219111	-0.0019847981	0.28007454	-0.25461528	-0.21798977	-0.104151845	0.21680357	-0.28297168	0.0024026702	-0.28229806	-0.05685844	-0.08693094	-0.041422334	0.04492252	0.11760543	0.023881057	-0.021849211	-0.026750816	0.09349441	0.231783	-0.15459569	-0.19929987	0.009660856
0000-0003-3177-831X	-0.15386331	0.19286671	-0.24832475	0.21058902	-0.004918337	0.069005355	0.2471743	0.2799891	0.19331971	0.11444254	-0.13289933	-0.01610565	-0.19685067	0.2980941	-0.027361358	0.2514698	-0.32465369	-0.108259186	-0.10925035	0.024017809	0.07582029	-0.42176312	0.05700521	0.022746326	0.18966854	-0.014301558	-0.22358254	0.0801159	-0.0011180231	-0.053951103	0.02619645	-0.12505336
0000-0003-3183-8116	0.17413943	0.052656956	-0.0061066938	-0.3638879	0.13641174	0.23726024	0.07868828	0.004321218	-0.044326104	0.051151387	0.20083277	0.1651151	-0.10921442	-0.08468662	0.00047133918	0.020852543	-0.26391053	-0.28370216	-0.012249167	0.1901072	-0.25877497	-0.34075364	0.087968476	-0.29544127	-0.05307566	-0.18905091	-0.20755298	0.08380193	0.148402	-0.028430277	0.1752069	0.23433511
0000-0003-3186-6264	0.11357006	0.19783099	-0.16959131	-0.06788475	0.1067842	0.0053504123	0.27331093	-0.07572568	0.05171765	0.18439117	-0.07885071	0.15212531	0.010838477	-0.061441533	0.36088932	-0.183439	0.084105276	-0.32558632	0.01624163	0.07775542	0.10610399	-0.20127948	-0.16270997	-0.14101084	-0.20567565	-0.07611193	0.1255959	-0.29022858	0.3442883	0.1606596	-0.06981737	0.2721582
0000-0003-3200-0059	-0.106417015	0.11823702	0.20269102	-0.078952186	-0.13175626	-0.45462245	-0.029921345	-0.18297668	0.005618009	-0.018769365	0.0845541	0.13172841	-0.035942912	-0.39830217	0.2852206	0.1509982	0.23482375	-0.33841452	-0.19651112	0.03622772	-0.08323281	0.040460236	0.08397144	-0.009473981	0.12311261	-0.031050691	0.25170135	0.15228432	0.18051372	0.005037495	0.035769776	-0.13465476
0000-0003-3201-6130	-0.039047066	-0.2789414	-0.22278772	-0.0036027175	-0.027443433	0.16754162	-0.0024793749	0.33818334	-0.080832906	0.1622844	0.11945914	-0.15808606	0.17899776	-0.07197302	0.172241	-0.012604211	-0.41767615	-0.039229445	-0.25349474	-0.15181865	0.20849267	-0.24918489	0.10345075	-0.24067113	0.24072006	0.10932286	-0.09177221	-0.093973085	-0.058059577	0.10153947	0.21434411	-0.06618243
0000-0003-3210-2442	-0.16282386	0.059847012	0.23793727	0.05572133	0.064343005	-0.053638056	0.05681863	0.04534114	0.26694384	-0.08605102	0.08271871	0.0009879593	-0.37330848	0.35974428	-0.32724574	-0.12307416	0.07462568	0.06436807	-0.057686366	0.10392289	0.29583126	0.009620663	0.12263828	0.33666155	0.087143175	-0.20837604	-0.06253655	0.07925478	0.071914114	-0.07159624	0.1697346	-0.28499883
